id,bcr,aou_52,commonname,scientificname,introduced,bd_g,bd_g_s,bd_g_area,bd_g_com,globalpopest,ps_g,ps_g_s,ps_g_com1,ps_g_com2,ps_g_com3,pt_r,pt_r_s,pt_r_com,tb_r,tb_r_s,tb_r_com,rd_b,rd_b_s,rd_b_com,ppop,ppop_s,substshared,rcs_b,rc,ucc,tnc,tnc_group,cbsd,action,rs,ucs
1948.0,,,landbird,Passeriformes,Emberizidae,,0,0,1,1.0,R,,,,3,,Gomez-Panjabi,,,,,,3,618369,,,3,618369.0,Natureserve 3.0,NOTE -- general comment for Neotropical species -- map depiction very accurate (e.g. elevation ranges); but this is different from depictions of winter ranges of migrants -- possibly should 'smooth' distributions more to make more comparable??,4,MX-NSAC,,4,MX-NSAC,humid forest and edge
1950.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,split from arremon torquatus; range area is incorrect (CAW);,,,,,3,4000,,,3,451156.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
1953.0,,,landbird,Passeriformes,Emberizidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,231235,,,4,231235.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
1955.0,,,landbird,Passeriformes,Emberizidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,256854,,,4,256854.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest and clearings
1964.0,,,landbird,Passeriformes,Emberizidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,5,24833,,,5,24833.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
1965.0,,,landbird,Passeriformes,Emberizidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,87459,,,4,87459.0,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional expert's opinion.,3,MX-NSAC,requires forest
1981.0,,,landbird,Passeriformes,Emberizidae,,1,1,0,0.0,M,,,,2,22000000.0,PIF BBS-based calculation 2016,,1.0,22;000;000,rounded BBS-based calc,,1,4950654,,,1,6328413.0,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,
1985.0,,,landbird,Passeriformes,Emberizidae,,1,1,1,0.0,PM,,,,2,9200000.0,PIF BBS-based calculation 2016,,1.0,9;200;000,rounded BBS-based calc,,2,3993359,,,2,3185005.0,Natureserve 3.0,,3,PIFTC-02,but; widespread loss of habitat IS ocurring (KR).  DD='moderately vulnerable to human land use activities.'  Populations likely to decline if trends in conditions continue.  Forest succession and agriculture causing decline in suitable habitats in East.,3,PIFSC-Dec-08,but; widespread loss of habitat IS ocurring (KR).  DD='moderately vulnerable to human land use activities.'  Populations likely to decline if trends in conditions continue.  Forest succession and agriculture causing decline in suitable habitats in East.;
1994.0,,,landbird,Passeriformes,Emberizidae,,1,1,1,0.0,M,,,,2,10000000.0,PIF BBS-based calculation 2016,,1.0,10;000;000,rounded BBS-based calc,,2,1825915,,,2,1734141.0,Natureserve 3.0,,3,PIFTC-02,vulnerable; but not SEVERELY threatened (KR).,3,PIFTC-02,
1996.0,,,landbird,Passeriformes,Emberizidae,,1,1,1,1.0,PM,,,,2,32000000.0,PIF BBS-based calculation 2016,,1.0,31;000;000,rounded BBS-based calc,,1,5209138,,,2,3402269.0,Natureserve 3.0,,4,PIFSC-15,DD='highly vulnerable to human land use and activities.'  BNA supports that  loss; fragmentation and degradation of hayfiled; pasture and grassland habitats have resulted in continuing pop declines.  These threats are ongoing in areas.  Otherwise suitable,3,PIFTC-02,DD='moderately vulnerable to human land use.'  Species less impacted in nonbreeding season where effects of mowing and indirect effects of habitat isolation and degradation aren't a consideration.  Still; overall loss of quality habitat.  Pops likely to d
1997.0,,,landbird,Passeriformes,Emberizidae,,1,1,1,0.0,M,,,,3,3200000.0,PIF BBS-based calculation 2016,,1.0,3;200;000,rounded BBS-based calc,,3,827483,,,3,377349.0,Natureserve 3.0,,4,PIFTC-02,,4,PIFTC-02,loss of winter habitat across range could threaten persistence of entire species.
1998.0,,,landbird,Passeriformes,Emberizidae,,1,1,0,0.0,M,,,,4,390000.0,PIF BBS-based calculation 2016,,1.0,390;000,rounded BBS-based calc,,2,1091291,,,3,658360.0,Natureserve 3.0,,4,PIFTC-02,threats remain severe in future; in spite of improvements in populations due to recent CRP -- all of those gains likely to be lost; extirpated from most of eastern range.,4,PIFTC-02,
1999.0,,,landbird,Passeriformes,Emberizidae,,1,1,0,0.0,M,,,,2,5200000.0,PIF BBS-based calculation 2016,,1.0,5;200;000,rounded BBS-based calc,,2,2855031,,,3,956903.0,Natureserve 3.0,NS map seems to have incorporated much of the 'poorly known' range on the BNA maps into NB range.  LESP is not regular; in my experience; in GA or SC; (unsure of AL) but certainly not in the mountains as portrayed in the maps here.  If these areas were el,3,PIFTC-02,Much of Canadian habitat not threatened.  DD='moderatley vulnerable to human land use.'  Based on BNA info; unclear that Canadian pops threatened to extent to warrant TB 4.  Breeds in wet as well as dry habitats; haying seems unfavorable.,3,PIFTC-02,Uses dry grassland as well as wet--not sure of threat.  DD='moderately vulnerable to human land use.'  Intense agriculture;  urbanization; short rotation forestry; and fire exclusion along central Gulf coast likley ongoing threats.  Decline in TX rice agr
2010.0,,,landbird,Passeriformes,Emberizidae,,1,1,1,0.0,M,,,,3,2000000.0,PIF BBS-based calculation 2016,,1.0,2;000;000,use global,,2,1687725,,,3,995373.0,Natureserve 3.0,NS maps are appropriate but seem to place an undue weight on extralimital areas.  1) either include all extralimital areas or none of them.  Areas on both the east; west and northern edges of winter range seem too large.  Whether it is enough to shave off,2,PIFTC-02,,2,PIFTC-02,Uses edge; thickets; suburban. Ecotones and disturbed areas. Comes to feeders (ED)
2013.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,1041,,,5,1041.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
2018.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,1422,,,5,1422.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
2019.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,993,,,5,993.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
2020.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,3957,,,5,3957.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
2021.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,196872,,,4,196872.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
2022.0,,,landbird,Passeriformes,Emberizidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,165290,,,4,165290.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
2032.0,,,landbird,Passeriformes,Cardinalidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,106019,,,4,106019.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
2037.0,,,landbird,Passeriformes,Cardinalidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,PS score seemed a bit low; density from US range underestimates PS,,,,,3,400050,,,3,400050.0,Natureserve 3.0,Check distribution in costa rica; Panama -- not sure what is shown on map.  NOTE -- general comment for Neotropical species -- map depiction very accurate (e.g. elevation ranges); but this is different from depictions of winter ranges of migrants -- possi,3,PIFTC-old,only 1 breeding location in US; Mexicans should score-CB; requires forest (MX-NSAC).,3,PIFTC-old,only 1 breeding location in US; Mexicans should score-CB; requires forest
2038.0,,,landbird,Passeriformes,Cardinalidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,567896,,,3,567896.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
2042.0,,,landbird,Passeriformes,Cardinalidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,2246,,,5,2246.0,NatureServe,,4,PIF CAW 2014,por las áreas fuera de conservación,4,PIF CAW 2014,
2043.0,,,landbird,Passeriformes,Cardinalidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,4,215303,,,4,215303.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
2044.0,,,landbird,Passeriformes,Cardinalidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,4,92370,,,4,92370.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
2045.0,,,landbird,Passeriformes,Cardinalidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,318063,,,3,318063.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires forest; but tolerates some fragmentation
2050.0,,,landbird,Passeriformes,Cardinalidae,,0,0,1,1.0,PM,,,,4,,Gomez-Panjabi,,,,,,4,298139,,,4,256762.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest
2051.0,,,landbird,Passeriformes,Cardinalidae,,0,0,0,1.0,R,,,,4,,PIF CAW 2016,,,,,,5,19681,,,5,19681.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
2055.0,,,landbird,Passeriformes,Cardinalidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,3,316510,,,3,316510.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,moderate decline in habitat expected
2056.0,,,landbird,Passeriformes,Cardinalidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,202195,,,4,202195.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,bamboo specialist
2058.0,,,landbird,Passeriformes,Cardinalidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi.  PIF CAW 2016,Pérdida de habitat (CAW); rare in most of Yucatan,,,,,3,579068,,,3,579068.0,Natureserve 3.0,,3,PIFTC-02,restricted habitats; bird trade (KR); moderate habitat loss expected; capture for trade (MX-NSAC).,3,PIFTC-02,restricted habitats; bird trade (KR); moderate habitat loss expected; capture for trade
2067.0,,,landbird,Passeriformes,Icteridae,,1,1,1,1.0,M,,,,2,9700000.0,PIF BBS-based calculation 2016,,1.0,9;700;000,rounded BBS-based calc,,2,3873291,,,3,900390.0,Natureserve 3.0,,3,PIFTC-02,"threats moderate; not SEVERE (KR).  Threats seem to be increasing due to intensified ag w earlier and more frequent hay-cutting -- not sure if it is a 4"" yet? (KVR); Camfield;Alaine [NCR]: Proposed to be listed as threatened in Canada.  25% of global pop""",4,PIFTC-02,Needs better info on winter threats to merit a 4; Rosenberg: could be higher; highly concentrated - check with Roz Renfew.  See previous comments; highly concentrated in small native grassland/Pantanal areas in winter; check with Roz Renfrew (KVR)
2076.0,,,landbird,Passeriformes,Icteridae,,1,1,1,1.0,PM,,,,2,37000000.0,PIF BBS-based calculation 2016,,1.0,24;000;000,rounded BBS-based calc,,1,7284660,,,1,6099118.0,Natureserve 3.0,,3,PIFTC-02,DD='moderately vulnerable to human land use activities.'  BNA supports directly and indirectly susceptible to loss and degradation of habitats from intensive agriculture; grazing; and pesticides.  Mexico not considered.,3,PIFTC-02,DD='moderately vulnerable to human land use activities.'  BNA supports directly and indirectly susceptible to loss and degradation of habitats from intensive agriculture; grazing; and pesticides.  Increased versatility in habitat use (eg feedlots; cultiva
2081.0,,,landbird,Passeriformes,Icteridae,,1,1,0,0.0,M,,,,2,5700000.0,PIF BBS-based calculation 2016,,1.0,5;700;000,rounded BBS-based calc,,1,7237426,,,2,2643685.0,Natureserve 3.0,,3,PIFSC-Dec-08,something is getting them (KR);no known threats to boreal habitat at present.; Rosenberg: higher now because of boreal forest loss?  Acid rain?;  Blancher: acid rain probably not a threat in most of range. Demarest: International RUBL working group believ,3,PIFTC-02,What is the threat?  Uses wide variety of habitats in winter.  DD=loss of forested bottomland foraging habitats at least warrants 3.
2082.0,,,landbird,Passeriformes,Icteridae,,1,1,1,0.0,PM,,,,2,25000000.0,PIF BBS-based calculation 2016,,1.0,24;000;000,rounded BBS-based calc,,1,4740320,,,1,6129777.0,Natureserve 3.0,winter and resident map too liberal in NW and SE; but shouldn't cvhange score.,2,PIFTC-02,,2,PIFTC-02,Compared with other blackbirds; does not seem to be increasing in response to human activities; not an urban bird (KVR)
2083.0,,,landbird,Passeriformes,Icteridae,,1,1,0,0.0,PM,,,,1,69000000.0,PIF BBS-based calculation 2016,,1.0,69;000;000,rounded BBS-based calc,,1,8190985,,,2,3683144.0,Natureserve 3.0,,1,PIFTC-02,,1,PIFTC-02,
2087.0,,,landbird,Passeriformes,Icteridae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,7102,,,5,7102.0,NatureServe,,4,PIF CAW 2014,afectada por la quema de tulares; la aumenta de arrozales y ganadería;  y caen en las para la cacería de patos;,4,PIF CAW 2014,
2102.0,,,landbird,Passeriformes,Icteridae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,87568,,,4,87568.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,moderate decline expected
2112.0,,,landbird,Passeriformes,Icteridae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,115878,,,4,116003.0,Natureserve 3.0,,2,MX-NSAC,global score should reflect regional expert's opinion.,2,MX-NSAC,requires forest; hurricanes possibly a threat
2121.0,,,landbird,Passeriformes,Icteridae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,4,229708,,,4,229708.0,Natureserve 3.0,,3,MX-NSAC,global scores should reflect regional expert's opinion.,3,MX-NSAC,requires forest
2127.0,,,landbird,Passeriformes,Icteridae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,range area reduced by 75%; scarce or absent in much of mapped range in Colombia (CAW);,,,,,4,26959,,,4,107836.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
